"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","Organ","Desc","Desc_Column"
"1","CALB1","OID21306","P05937","Oncology","Timepoint",3,14.7248922133333,4.90829740444445,124.703714251804,4.6884928075727e-07,0.000690146141274702,"Significant","Tissue enriched: kidney","Calbindin","Tissue_enriched_kidney"
"2","MMP7","OID20087","P09237","Cardiometabolic","Timepoint",3,8.30312633166667,2.76770877722222,78.3687401042038,2.84761582817957e-06,0.00209584524954016,"Significant","Tissue enhanced: gallbladder, salivary gland, urinary bladder","Matrilysin","Tissue_enhanced_gallbladder_salivary_gland_urinary_bladder"
"3","HAVCR1","OID21422","Q96D42","Oncology","Timepoint",3,46.4469839258333,15.4823279752778,54.8014694304151,1.11956508442659e-05,0.00329599960855188,"Significant","Group enriched: intestine, kidney","Hepatitis A virus cellular receptor 1","Group_enriched_intestine_kidney"
"4","TNFRSF14","OID20783","Q92956","Inflammation","Timepoint",3,5.54674141583333,1.84891380527778,61.2507613891682,7.33034405968814e-06,0.00329599960855188,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 14","Low_tissue_specificity"
"5","TNFRSF4","OID20653","P43489","Inflammation","Timepoint",3,6.30367202166666,2.10122400722222,56.8972723212151,9.70775387601703e-06,0.00329599960855188,"Significant","Tissue enhanced: lymphoid tissue","Tumor necrosis factor receptor superfamily member 4","Tissue_enhanced_lymphoid_tissue"
"6","FAS","OID20316","P25445","Cardiometabolic","Timepoint",3,4.93176166083333,1.64392055361111,46.8954230191004,2.01752342261102e-05,0.00494965746347236,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 6","Low_tissue_specificity"
"7","IGFBP4","OID21158","P22692","Neurology","Timepoint",3,7.44060035333333,2.48020011777778,42.0555938192273,3.03571751711467e-05,0.00496508465021422,"Significant","Low tissue specificity","Insulin-like growth factor-binding protein 4","Low_tissue_specificity"
"8","SDC1","OID20169","P18827","Cardiometabolic","Timepoint",3,35.7446157158333,11.9148719052778,44.4446193923141,2.46835699959495e-05,0.00496508465021422,"Significant","Tissue enhanced: esophagus, liver, skin 1","Syndecan-1","Tissue_enhanced_esophagus_liver_skin_1"
"9","WFDC2","OID21505","Q14508","Oncology","Timepoint",3,12.3921546941667,4.13071823138889,42.4147642212992,2.94071076997805e-05,0.00496508465021422,"Significant","Tissue enhanced: cervix, salivary gland","WAP four-disulfide core domain protein 2","Tissue_enhanced_cervix_salivary_gland"
"10","EREG","OID20905","O14944","Neurology","Timepoint",3,10.7529351333333,3.58431171111111,40.006633692131,3.65769874260579e-05,0.00507278639905761,"Significant","Tissue enriched: bone marrow","Proepiregulin","Tissue_enriched_bone_marrow"
"11","NEFL","OID20871","P07196","Neurology","Timepoint",3,18.77176187,6.25725395666667,39.6244841615702,3.7908050536436e-05,0.00507278639905761,"Significant","Tissue enriched: brain","Neurofilament light polypeptide","Tissue_enriched_brain"
"12","ESAM","OID20270","Q96AP7","Cardiometabolic","Timepoint",3,4.29639085333333,1.43213028444444,35.3556727090277,5.78460266110267e-05,0.00672687421527638,"Significant","Low tissue specificity","Endothelial cell-selective adhesion molecule","Low_tissue_specificity"
"13","ULBP2","OID20919","Q9BZM5","Neurology","Timepoint",3,4.91920823583333,1.63973607861111,35.1012679367393,5.94085358686093e-05,0.00672687421527638,"Significant","Tissue enhanced: esophagus","UL16-binding protein 2","Tissue_enhanced_esophagus"
"14","TNFRSF1A","OID21155","P19438","Neurology","Timepoint",3,6.32415230916667,2.10805076972222,29.8650391517449,0.000107401131414331,0.0112924618172782,"Significant","Low tissue specificity","Tumor necrosis factor receptor superfamily member 1A","Low_tissue_specificity"
"15","VCAN","OID21026","P13611","Neurology","Timepoint",3,4.58558746166667,1.52852915388889,28.0544367005336,0.000134768225813962,0.0132252552265434,"Significant","Tissue enhanced: lymphoid tissue, placenta","Versican core protein","Tissue_enhanced_lymphoid_tissue_placenta"
"16","RELT","OID21142","Q969Z4","Neurology","Timepoint",3,4.989343595,1.66311453166667,26.341737497654,0.000169152693016375,0.0146466331835355,"Significant","Tissue enriched: bone marrow","Tumor necrosis factor receptor superfamily member 19L","Tissue_enriched_bone_marrow"
"17","TNFRSF11A","OID20646","Q9Y6Q6","Inflammation","Timepoint",3,8.41994299583333,2.80664766527778,26.7850103318098,0.000159291969769584,0.0146466331835355,"Significant","Tissue enhanced: intestine, salivary gland","Tumor necrosis factor receptor superfamily member 11A","Tissue_enhanced_intestine_salivary_gland"
"18","CCN1","OID21368","O00622","Oncology","Timepoint",3,10.5542431816667,3.51808106055556,23.6807499576504,0.000247554574365279,0.0150380627091624,"Significant","Low tissue specificity","CCN family member 1","Low_tissue_specificity"
"19","CLC","OID20126","Q05315","Cardiometabolic","Timepoint",3,3.42058096833333,1.14019365611111,23.4728613584674,0.000255434548969561,0.0150380627091624,"Significant","Tissue enriched: bone marrow","Galectin-10","Tissue_enriched_bone_marrow"
"20","GFOD2","OID21216","Q3B7J2","Oncology","Timepoint",3,2.72985744666667,0.909952482222223,23.4440268443974,0.000256552128958654,0.0150380627091624,"Significant","Low tissue specificity","Glucose-fructose oxidoreductase domain-containing protein 2","Low_tissue_specificity"
